filiphorky@mastodonczech.cz,true,false,
medvidekpu@mastodon.social,true,false,
jakubzelenka@mastodonczech.cz,true,false,
maestrosill@mastodonczech.cz,true,false,
jie@mastodonczech.cz,true,false,
olikockova@cztwitter.cz,true,false,
davidslizek@mastodonczech.cz,true,false,
rozanek@mastodonczech.cz,true,false,
marcel_kolaja@mastodon.pirati.cz,true,false,
kayla_eilhart@witter.cz,true,false,
bohumilvostal@mastodonczech.cz,true,false,
filiptitlbach@mastodonczech.cz,true,false,
365tipu@mastodonczech.cz,true,false,
fuxoft@kompost.cz,true,false,
parlamentnizpravycz@mastodonczech.cz,true,false,
nolog@witter.cz,true,false,
ct24zive@zpravobot.news,true,false,
rychlofky@mastodonczech.cz,true,false,
boninska@cztwitter.cz,true,false,
zandl@mastodon.pirati.cz,true,false,
evapavlikova@mastodon.social,true,false,
vladafoltan@mastodonczech.cz,true,false,
archos@mastodon.arch-linux.cz,true,false,
voxpot@witter.cz,true,false,
svratkin@witter.cz,true,false,
adent@masto.den1.cz,true,false,
fabia_man@cztwitter.cz,true,false,
seznamzpravy@zpravobot.news,true,false,
xchaos@f.cz,true,false,
bohdandlouhy@mastodonczech.cz,true,false,
petra_bohemica@mastodon.social,true,false,
jvetvicka@witter.cz,true,false,
byczech@witter.cz,true,false,
trnk_c@witter.cz,true,false,
michal@hlidacstatu.social,true,false,
sumavanet@mastodonczech.cz,true,false,
madla@mastodonczech.cz,true,false,
otakar_brabec@cztwitter.cz,true,false,
tichotlapka@cztwitter.cz,true,false,
hajma@cztwitter.cz,true,false,
knizni_kocka@cztwitter.cz,true,false,
archlinux@mastodon.arch-linux.cz,true,false,
piskvor@cztwitter.cz,true,false,
mapro28@cztwitter.cz,true,false,
porucikpihrt@cztwitter.cz,true,false,
jednobunecna@mastodon.social,true,false,
kalendar@mastodon.arch-linux.cz,true,false,
zbiejczuk@mastodonczech.cz,true,false,
tombarys@mastodon.social,true,false,
kobradomaci@mastodon.social,true,false,
drabovadana@zpravobot.news,true,false,
klabosnice@cztwitter.cz,true,false,
danielsnor@mastodon.social,true,false,
jackc@kompost.cz,true,false,
keddie@mastodon.pirati.cz,true,false,
pepikhipik@mastodon.world,true,false,
vaclavnovy7@mstdn.social,true,false,
honzakorinek@cztwitter.cz,true,false,
pokeonetwo@mstdn.party,true,false,
ilusie@mastodon.arch-linux.cz,true,false,
blataak@mastodonczech.cz,true,false,
unreed@mastodonczech.cz,true,false,
prrejpal@cztwitter.cz,true,false,
tomasmartinek@mastodon.pirati.cz,true,false,
baadvo@mastodonczech.cz,true,false,
sobeltomas@mastodon.social,true,false,
janmelvil@mastodonczech.cz,true,false,
filipnerad@mastodonczech.cz,true,false,
divkavmodrem@cztwitter.cz,true,false,
michal@spondr.cz,true,false,
jumartin@cztwitter.cz,true,false,
s_kavou_v_ruce@cztwitter.cz,true,false,
rezzabuh@mastodon.social,true,false,
stenice@mastodon.social,true,false,
radim_dolezal@cztwitter.cz,true,false,
tweetko@mas.to,true,false,
ottovonwenkoff@mastodonczech.cz,true,false,
medidekpu@cztwitter.cz,true,false,
margo@mastodon.arch-linux.cz,true,false,
infoek@mastodon.arch-linux.cz,true,false,
piratzbrna@mastodonczech.cz,true,false,
makovice@cztwitter.cz,true,false,
mig@mastodon.1984.cz,true,false,
lucycatraven@lgbtcz.social,true,false,
fedoracz@floss.social,true,false,
xmirek@mastodonczech.cz,true,false,
gia_cmrka@cztwitter.cz,true,false,
cernejpudinkcz@mastodonczech.cz,true,false,
miia_brz@mas.to,true,false,
keev@mastodonczech.cz,true,false,
pavel@mastodon.arch-linux.cz,true,false,
pjpictures@mastodonczech.cz,true,false,
janab73@mastodon.social,true,false,
zechy@mastodonczech.cz,true,false,
ell@mastodon.arch-linux.cz,true,false,
